abstract,date,title,url
"农业农村部发布《农村土地经营权流转管理办法》，自2021年3月1日起施行。",2021-02-04 20:15,农业农村部发布《农村土地经营权流转管理办法》 自2021年3月1日起施行,http://house.china.com.cn/newscenter/view/1703565.htm
"会要求房管局发函给各电子银行，请他们查证冻资人与购房人是否一致，也就是资金是否在报名购房人的名下，不一致的，要提供清单，请房管局取消这些人的本次购房摇号资格。",2021-02-03 13:58,杭州：严格审查购房家庭冻资行为,http://house.china.com.cn/newscenter/view/1703312.htm
"北京市住房和城乡建设委员会、北京市市场监督管理局等部门：住房租赁企业向承租人预收的租金数额原则上不得超过3个月租金，收、付租金的周期应当匹配。",2021-02-02 14:36,北京住建委等部门发布《关于规范本市住房租赁企业经营活动的通知》,http://house.china.com.cn/newscenter/view/1703127.htm
"此次将公积金贷款的住房套数认定规则由“按借款人家庭未还清的个人住房贷款情况确定”调整为“按大连市行政区域内登记在借款人家庭成员名下住房套数（含与他人共有）确定”。",2021-01-29 21:19,大连发布公积金新政：调整公积金贷款住房套数认定规则,http://house.china.com.cn/newscenter/view/1702709.htm
"下一步，上海银保监局将对辖内商业银行房地产政策执行及自查情况开展专项检查，对发现的违法违规问题将依法采取监管措施，促进上海地区商业银行住房金融业务稳健运行和上海市房地产市场平稳健康发展。",2021-01-29 21:08,上海银保监局：进一步加强个人住房信贷管理工作,http://house.china.com.cn/newscenter/view/1702708.htm
"今天，《宁波市人民政府办公厅关于加快培育和发展住房租赁市场的实施意见》（以下简称《实施意见》）已经出台，并于2021年2月23日起施行。",2021-01-27 20:46,宁波住房租赁新政：允许闲置商业、办公、工业用房改建为租赁住房,http://house.china.com.cn/newscenter/view/1702341.htm
"据成都市住建局官微消息，按照市政府办公厅《关于保持我市房地产市场平稳健康发展的通知》（成办发〔2020〕83号）相关要求，就严厉打击房地产市场交易违规行为相关事项发布通告。",2021-01-27 19:14,成都：严厉打击哄抬房价等违规行为,http://house.china.com.cn/newscenter/view/1702340.htm
"《通知》进一步加强住房限购，一是规定落户本市未满5年的，在本市限购范围内限购1套住房；二是规定将本市限购范围内住房赠与他人的，赠与人须满3年方可购买限购范围内住房，受赠人家庭须符合本市住房限购政策（不含遗赠）。",2021-01-27 08:08,杭州：落户本市未满5年的 在本市限购范围内限购1套住房,http://house.china.com.cn/newscenter/view/1702166.htm
"近期，合肥市个别小区业主擅自成立所谓“房价指导委员会”， 并通过微信群等社交平台发布集体涨价言论，涉嫌恶意炒作房价。该行为严重背离中央关于坚持“房子是用来住的，不是用来炒的”定位，对我市房地产市场健康发展造成不良社会影响。",2021-01-22 17:42,合肥发文：严厉打击哄抬房价等违规行为,http://house.china.com.cn/newscenter/view/1701679.htm
1月21日晚间，上海市房屋管理局发布《关于促进本市房地产市场平稳健康发展的意见》，要求严格执行住房限购政策。夫妻离异的，任何一方自夫妻离异之日起3年内购买商品住房的，其拥有住房套数按离异前家庭总套数计算。调整增值税征免年限。将个人对外销售住房增值税征免年限从2年提高至5年。,2021-01-21 21:51,全文丨上海发文促进房地产市场平稳健康发展,http://house.china.com.cn/newscenter/view/1701506.htm
"近日，长沙市住房公积金管理中心发布《关于统一长沙住房公积金管理中心和省直分中心业务政策的通知》，《通知》明确支持部分城市异地贷款。开放长江中游城市群异地贷款和湖南省内异地贷款。在《长沙中游城市群住房公积金管理中心合作公约》签约城市正常缴存住房公积金的职工，在长沙购房可向长沙公积金中心申请公积金异地贷款；而省内其他城市缴存职工申请异地贷款由省直分中心统一受理。",2021-01-19 11:25,长沙住房公积金调整：开放长江中游城市群及湖南省内异地贷款,http://house.china.com.cn/newscenter/view/1701034.htm
"房地产开发经营者应在销售场所公示住宅可能受到的大气、水、土壤、噪声、辐射等环境影响情况以及相关的防治措施，并在房屋销售合同中予以载明。",2021-01-13 10:55,广州拟发布环境保护监督管理新规 开发商应主动公示住宅周围环境影响情况,http://house.china.com.cn/newscenter/view/1700212.htm
"按照市委深改委工作安排部署，市自然资源和规划局在与有关部门和单位座谈研讨的基础上，调研吸收外地做法与经验，结合我市实际情况，对现行土地管理流程和土地出让制度进行了全面梳理、优化改进，起草了《郑州市人民政府关于加强土地出让管理工作的意见》（以下简称《意见》），经市政府第78次常务会议研究通过，予以印发。",2021-01-12 11:15,《郑州市人民政府关于加强土地出让管理工作的意见》政策解读,http://house.china.com.cn/newscenter/view/1700026.htm
"为进一步提升土地出让组织效率，合理确定土地出让价格，加强房地产市场调控，近日，郑州市人民政府发布《关于加强土地出让管理工作的意见》（简称《意见》）。",2021-01-12 11:11,郑州：年度宅地价格变化控制在5%以内,http://house.china.com.cn/newscenter/view/1700023.htm
"为深入贯彻落实国家有关房地产市场调控政策，坚持“房子是用来住的，不是用来炒的”的定位，维护我市房地产市场秩序，进一步促进我市房地产市场平稳健康发展，实现“稳地价、稳房价、稳预期”的工作目标，经市人民政府同意，现就有关事项通知如下：",2021-01-06 16:26,福建省南平市发布《进一步促进房地产市场平稳健康发展的通知》,http://house.china.com.cn/newscenter/view/1699208.htm
"记者5日从住房和城乡建设部获悉，十部门日前联合发文，从融入基层社会治理体系、健全业主委员会治理结构、提升物业管理服务水平、推动发展生活服务业、规范维修资金使用和管理、强化物业服务监督管理等六方面对提升住宅物业管理水平和效能提出要求。",2021-01-06 08:16,十部门：从六方面加强和改进住宅物业管理,http://house.china.com.cn/newscenter/view/1699065.htm
"个人出租住房，减按10%的税率征收个人所得税；个人出租非住房，按20%的税率征收个人所得税。",2021-01-05 17:33,云南：1月起个人出租住房减按10%税率征个人所得税,http://house.china.com.cn/newscenter/view/1699013.htm
"普惠小微企业贷款延期还本付息政策延期至2021年3月31日。对于2021年1月1日至3月31日期间到期的普惠小微企业贷款（包括单户授信1000万元及以下的小微企业贷款、个体工商户和小微企业主经营性贷款，下同），按市场化原则“应延尽延”，由银行和企业自主协商确定，继续实施阶段性延期还本付息。",2021-01-04 17:00,央行等五部门发布关于继续实施普惠小微企业贷款延期还本付息政策和普惠小微企业信用贷款支持政策有关事宜的通知,http://house.china.com.cn/newscenter/view/1698770.htm
"为合理引导市场预期，严格落实“房住不炒”，北京土地公开出让首次采用“竞地价+竞政府持有商品住宅产权份额+竞高标准商品住宅建设方案”方式供地。",2021-01-04 10:27,北京土地出让首次采用“新三竞”方式供地,http://house.china.com.cn/newscenter/view/1698674.htm
"​据上海市人民政府网站消息，《上海市人民政府关于印发〈上海市开展对部分个人住房征收房产税试点的暂行办法〉的通知》（沪府发〔2011〕3号）经评估需继续实施，请继续按照执行。",2020-12-29 16:35,上海延长部分个人住房征收房产税试点有效期,http://house.china.com.cn/newscenter/view/1698108.htm
"自2020年12月24日起，广州放宽“双一流”高校大学本科学历人才的入户社保年限要求，从现行的6个月社保要求放宽至1个月。",2020-12-25 17:34,广州人才入户再放宽 “双一流”本科学历缴1个月社保即可,http://house.china.com.cn/newscenter/view/1697667.htm
12月24日下午，记者从贵州省市场监管局召开的媒体通气会上获悉，贵州省市场监管局发布了《住宅电梯选型和配置要求》和《电梯使用管理和维护保养要求及评价规则》两个地方标准（以下简称《标准》），对设置电梯的层数要求及高度提出了更高要求。,2020-12-25 17:23,贵州：“四层及以上住宅应设置电梯”！,http://house.china.com.cn/newscenter/view/1697665.htm
12月24日，北京市住房和城乡建设委员会、北京市公安局、北京市互联网信息办公室、北京市文化和旅游局联合发布《关于规范管理短租住房的通知》。通知自2021年2月1日起施行。,2020-12-24 18:29,北京四部门发布《关于规范管理短租住房的通知》,http://house.china.com.cn/newscenter/view/1697498.htm
"居住小区内开短租公寓或城市民宿，可不是业主想怎么样就怎么样。继向社会公开征求意见后，刚刚，北京市住建委、市公安局、市网信办、市文旅局四部门正式印发《关于规范管理短租住房的通知》。",2020-12-24 18:25,首都功能核心区内禁止经营短租房,http://house.china.com.cn/newscenter/view/1697497.htm
"记者从陕西省西安市住建局了解到，2021年1月1日起，西安将施行《西安市商品房销售信息公示管理规定》，对商品房开发商在销售商品房的过程中需要公示的内容作出了明确的规定。",2020-12-24 16:32,陕西西安新规：房地产开发商应明确公示房源周围噪音烟尘等不利因素,http://house.china.com.cn/newscenter/view/1697477.htm
"建设城市社区足球场地设施是增加社区活动场地，推动社区足球发展，促进群众体育蓬勃开展的基本保障。",2020-12-23 19:55,住建部、体育总局：到2025年新建居住社区至少建一片非标准足球场地设施,http://house.china.com.cn/newscenter/view/1697288.htm
"据山东省青岛市人民政府官方网站消息，12月17日，青岛市下发了《关于规范经济适用住房取得完全产权有关事宜的通知》（以下简称“《通知》”）宣布，青岛市经适房可转为普通商品住房。",2020-12-18 13:38,青岛：补缴土地收益后 有完全产权的经适房可转普通商品住房,http://house.china.com.cn/newscenter/view/1696494.htm
"近日，青岛市人才工作领导小组召开扩大会议，研究审议了《关于进一步深化户籍制度改革的意见（征求意见稿）》。目前，《意见》正面向社会公开征求意见建议。 此次户籍制度改革，明确五大类落户途径，即人才落户、居住落户、亲属投靠落户、赋权激励落户和稳定就业居住落户，提出了一系列重磅措施。继续放宽中心城区、大幅放宽城区、全面放开县域落户政策。",2020-12-17 09:10,青岛将推出落户新政，全面放开县域落户政策,http://house.china.com.cn/newscenter/view/1696213.htm
"审议通过了《中共广州市委关于制定广州市国民经济和社会发展第十四个五年规划和二〇三五年远景目标的建议》。",2020-12-17 09:05,广州“审议通过”十四五规划“和二〇三五年远景目标建议,http://house.china.com.cn/newscenter/view/1696212.htm
"广州日报客户端消息，白云、黄埔、花都、番禺、南沙、从化和增城七个区放宽落户政策，满足条件大专即可入户。昨日，广州市人力资源和社会保障局挂出关于公开征求《广州市差别化入户市外迁入管理办法》意见的通告。",2020-12-17 09:03,广州7区入户政策拟放松：28岁以下大专学历可落户,http://house.china.com.cn/newscenter/view/1696211.htm
12月15日，住房和城乡建设部等部门发布《关于推动物业服务企业加快发展线上线下生活服务的意见》。,2020-12-15 13:30,住建部等六部门发布《推动物业服务企业加快发展线上线下生活服务意见》,http://house.china.com.cn/newscenter/view/1695828.htm
"针对住房租赁市场存在的发布虚假房源信息、收费不规范、违规“租金贷”、部分企业开展高风险经营活动等问题，市房产局、市发改委、市公安局、市市场监管局、 市金融监管局、人行南京营管部、银保监会江苏监管局、市委网信办联合印发了《关于进一步加强全市住房租赁市场监管 规范市场秩序的通知》（以下简称《通知》），规范住房租赁市场主体经营行为，保障住房租赁各方特别是承租人的合法权益。",2020-12-12 09:43,南京：进一步加强住房租赁市场监管，规范市场秩序,http://house.china.com.cn/newscenter/view/1695354.htm
12月10日获悉，根据《沈阳市既有住宅增设电梯试点工作方案》精神，沈阳市职工可以提取公积金用于加装电梯。,2020-12-11 13:39,沈阳既有住宅加装电梯 住户可提取公积金,http://house.china.com.cn/newscenter/view/1695308.htm
12月10日，宁波市住建、资规、人民银行、银保监四部门联合印发《关于进一步保持和促进我市房地产市场平稳健康发展的补充通知》，对当前我市房地产调控措施进行进一步完善，坚持“房住不炒”，促进房地产市场平稳健康发展。,2020-12-10 21:44,调整二套房信贷首付比例 宁波市“加码”房地产市场调控政策,http://house.china.com.cn/newscenter/view/1695157.htm
"广州市第十五届人大常委会第四十二次会议表决全票通过的《广州市物业管理条例》12月8日正式颁布，将于2021年1月1日正式施行。",2020-12-08 15:58,广州：《广州市物业管理条例》正式颁布,http://house.china.com.cn/newscenter/view/1694676.htm
"自2020年12月15日起，河北省将全面开展住房公积金异地个人住房贷款业务。",2020-12-08 09:55,河北将全面开展住房公积金异地个人住房贷款业务,http://house.china.com.cn/newscenter/view/1694602.htm
"重庆市住建委与四川省住建厅近日共同研究制定《深化川渝住房保障合作工作方案》，推动两地住房保障领域相关合作事项落地生效，带动周边地区更多的人在成渝地区双城经济圈安居乐业。",2020-12-07 17:34,川渝联合出台住房保障合作政策,http://house.china.com.cn/newscenter/view/1694522.htm
"北京市住建委发布《北京市物业管理委员会组建办法》，并面向社会公开征求意见。",2020-12-07 15:31,北京：《北京市物业管理委员会组建办法》公开征求意见,http://house.china.com.cn/newscenter/view/1694508.htm
"河北省住房和城乡建设厅发布《关于进一步做好住房公积金异地个人住房贷款工作的通知》，通知显示，自2020年12月15日起，在全省全面开展住房公积金异地个人住房贷款业务。",2020-12-04 14:48,河北：全面开展住房公积金异地个人住房贷款业务,http://house.china.com.cn/newscenter/view/1694253.htm
"太原市人民政府办公室发布关于印发太原市新建商品房预售资金监管实施细则（试行）的通知。细则自2020年12月30日起施行，有效期2年。之前已批准预售的商品房项目，仍按原规定执行。",2020-12-02 17:03,太原市发布新建商品房预售资金监管实施细则,http://house.china.com.cn/newscenter/view/1693884.htm
12月1日，广东省湛江市住房公积金管理中心发布《湛江市住房公积金管理委员会关于调整住房公积金个人住房贷款有关问题的通知》。对比2019年发布的《关于阶段性调整住房公积金贷款额度的通知》，公积金贷款额度有所提高。对于首次申请公积金贷款的，单方缴存最高申请额从20万提高到了30万，双方缴存最高申请额从40万提高到了50万，即额度均提高了10万。,2020-12-02 13:03,广东湛江上调公积金贷款额度：家庭贷款总额度提升至50万,http://house.china.com.cn/newscenter/view/1693844.htm
11月30日，海南省自然资源和规划厅印发《海南省产业用地先租后让管理实施细则》，明确先租后让的适用范围、供地年限、供地价格、供地程序、考核评价等要求。,2020-12-02 08:42,在海南产业用地先租后让！管理实施细则来了,http://house.china.com.cn/newscenter/view/1693746.htm
"中山区、西岗区、沙河口区、甘井子区自12月1日起正式实施存量房网签备案",2020-12-01 16:56,大连市内四区正式实施存量房网签备案,http://house.china.com.cn/newscenter/view/1693688.htm
"为贯彻落实市委、市政府《关于新时代上海实施人才引领发展战略的若干意见》（沪委发〔2020〕22号）文件精神，进一步提升青年人才吸引集聚力度，经市政府同意，现就优化本市居住证转办常住户口政策（以下简称“居转户”）通知如下：",2020-12-01 13:43,上海发布《关于优化本市居住证转办常住户口政策的通知》,http://house.china.com.cn/newscenter/view/1693634.htm
"在西安市已拥有住房面积在90平方米及以下的居民家庭：购买第二套住房面积在144平方米及以下的，商业贷款首付比例不低于40%；购买第二套住房面积在144平方米以上的，商业贷款首付比例不低于50%。",2020-12-01 06:24,西安：已有90平米住房家庭二套首付不低于40%,http://house.china.com.cn/newscenter/view/1693500.htm
11月30日，深圳市住房公积金管理中心对外发布《关于进一步规范我市住房公积金缴存提取等业务管理有关事项的通知（征求意见稿）》公开征求社会各界意见。通知提到，职工申请办理异地购房提取住房公积金业务的，仅限于购买在广东省内或者职工及其配偶户籍所在地的住房。,2020-11-30 16:16,深圳拟规定：异地购房提取公积金仅限广东省内或户籍地住房,http://house.china.com.cn/newscenter/view/1693431.htm
11月30日，深圳市公积金中心对外发布《关于进一步规范我市住房公积金缴存提取等业务管理有关事项的通知（征求意见稿）》公开征求社会各界意见。,2020-11-30 11:53,广东省内或户籍地购房方可提取深圳公积金,http://house.china.com.cn/newscenter/view/1693369.htm
"​随着我国互联网、大数据、人工智能等信息技术快速发展，智能化服务得到广泛应用，深刻改变了生产生活方式，提高了社会治理和服务效能。",2020-11-24 17:09,国办：关于切实解决老年人运用智能技术困难的实施方案,http://house.china.com.cn/newscenter/view/1692469.htm
"《通知》共计十四条扶持措施，其中明确鼓励房企采取打折促销、团购等方式让利销售新建商品房；同时公积金贷款项目随时提交随时审批。",2020-11-19 08:21,哈尔滨出台十四条措施稳楼市：鼓励房企打折促销让利销售新房,http://house.china.com.cn/newscenter/view/1691578.htm
"为贯彻落实《住房和城乡建设部 国家发展改革委 公安部 市场监管总局 银保监会 国家网信办关于整顿规范住房租赁市场秩序的意见》（建房规〔2019〕10号，以下简称“建房规〔2019〕10号文”）、《深圳市人民政府关于规范住房租赁市场稳定住房租赁价格的意见》（深府规〔2019〕7号）等文件要求，净化我市住房租赁市场环境，现对住房租赁企业经营行为提出如下要求。",2020-11-17 16:13,深圳市住房和建设局发布《关于切实规范住房租赁企业经营行为的紧急通知》,http://house.china.com.cn/newscenter/view/1691329.htm
"为规范全市住房租赁市场秩序，保障住房租赁当事人合法权益，推动住房租赁市场平稳健康发展，重庆再出新招。",2020-11-17 14:18,重庆出新规加强住房租赁资金监管,http://house.china.com.cn/newscenter/view/1691302.htm
"今天中午，市公积金中心发布消息，从即日起，商业性个人住房按揭贷款纳入住房公积金逐月划转范围。职工只要与市住房公积金中心签订委托协议，即可办理偿还商业性个人住房按揭贷款委托提取住房公积金业务（简称“商贷委提业务”）。",2020-11-16 14:36,宁波公积金提取更方便了 商业性个人住房按揭贷款可逐月划转,http://house.china.com.cn/newscenter/view/1691119.htm
"为贯彻落实《国务院关于同意全面深化服务贸易创新发展试点的批复》（国函〔2020〕111号）、《商务部关于印发全面深化服务贸易创新发展试点总体方案的通知》（商服贸发〔2020〕165号，以下简称“《总体方案》”）要求，加快推进本市服务贸易改革开放，全面深化服务贸易创新发展试点，制定本实施方案。",2020-11-13 17:00,上海市人民政府印发《上海市全面深化服务贸易创新发展试点实施方案》,http://house.china.com.cn/newscenter/view/1690890.htm
11月6日，浙江海盐县住建局、市监局等四部门联合发布《关于进一步加强房地产市场管理的若干意见》（以下简称《意见》）。,2020-11-06 15:10,浙江海盐楼市新政：不得在高于备案价的基础上进行打折或充值抵价,http://house.china.com.cn/newscenter/view/1688857.htm
"江西省自然资源厅日前出台政策明确，企业盘活存量用地，可享受五年内不改变用地主体和规划条件的过渡期支持政策。",2020-10-23 15:10,江西：企业盘活存量用地可享受过渡期支持政策,http://house.china.com.cn/newscenter/view/1686129.htm
10月20日，自然资源部发布关于《土地征收“成片开发”标准（试行）》（征求意见稿）公开征求意见的公告。,2020-10-22 16:42,自然资源部：存在大量闲置土地的 不得批准“成片开发”征收,http://house.china.com.cn/newscenter/view/1685920.htm
10月19日，合肥市人民政府办公室发布《关于加快发展和规范合肥市住房租赁市场的通知》，明确发展和规范住房租赁市场，加快建立租购并举的住房制度。,2020-10-21 10:22,合肥住房租赁新政：支持非住宅改建 规范房源信息发布,http://house.china.com.cn/newscenter/view/1685542.htm
"天津市近日出台《天津市公共租赁住房管理办法》，对公共租赁住房使用加以规范。办法明确，房地产中介服务机构不得提供公共租赁住房出租、转租、出售等经纪业务。",2020-10-12 08:51,天津：房地产中介服务机构不得提供公共租赁住房出租、转租、出售等经纪业务,http://house.china.com.cn/newscenter/view/1683625.htm
"据绍兴市住建局官网消息，9日，绍兴市房地产市场持续健康发展协调小组办公室发布《关于进一步促进房地产市场平稳运行的通知》(以下简称《通知》)，《通知》提出，对已取得预售许可或已办理现房销售备案的，要在十日内一次性公开全部准售房源及每套房屋价格，不得高于申报价格对外销售。",2020-10-10 15:34,绍兴推新政！预售许可十日内一次性公开全部准售房源,http://house.china.com.cn/newscenter/view/1683431.htm
"北京市住房城乡建设委制定了《北京市建筑市场失信联合惩戒对象名单管理暂行办法》。",2020-10-09 20:29,北京：9种情况会被列入建筑市场失信对象名单,http://house.china.com.cn/newscenter/view/1683278.htm
"据苏州住建局网站消息，苏州住建局近日发布《关于规范全市新建成品住房建设销售管理的通知》（以下简称《通知》）。《通知》明确，成品住房装修综合单价不宜低于土地出让楼面单价5%~10%且不低于1000元/平方米。",2020-10-09 18:38,苏州成品住房装修标准不得低于1000元/平方米,http://house.china.com.cn/newscenter/view/1683268.htm
"为进一步提高上市公司质量，现提出如下意见。",2020-10-09 18:04,国务院印发《关于进一步提高上市公司质量的意见》,http://house.china.com.cn/newscenter/view/1683265.htm
"​财政部明确无偿转让股票等增值税政策，纳税人无偿转让股票时，转出方以该股票的买入价为卖出价，按照“金融商品转让”计算缴纳增值税；在转入方将上述股票再转让时，以原转出方的卖出价为买入价，按照“金融商品转让”计算缴纳增值税。",2020-09-30 16:33,财政部：纳税人无偿转让股票时 需按照“金融商品转让”计算缴纳增值税,http://house.china.com.cn/newscenter/view/1682897.htm
9月30日，国家医疗保障局财政部发布关于推进门诊费用跨省直接结算试点工作的通知。,2020-09-30 16:31,国家医疗保障局、财政部：关于推进门诊费用跨省直接结算试点工作通知,http://house.china.com.cn/newscenter/view/1682896.htm
9月29日，银川市人民政府发布《关于促进房地产市场平稳健康发展的通知》。为坚决贯彻落实党中央、国务院决策部署，坚持“房子是用来住的、不是用来炒的”定位，全面落实城市主体责任，实现稳地价、稳房价、稳预期目标，经市人民政府研究同意，现就加强市场调控，促进房地产市场平稳健康发展有关事宜通知如下。,2020-09-29 22:27,银川楼市：非宁夏户籍银川市辖区限购1套 首套20% 二套40%,http://house.china.com.cn/newscenter/view/1682681.htm
9月28日，唐山市人民政府官网发布关于加强房地产市场调控工作的通知。,2020-09-28 15:49,唐山楼市调控：家庭二套首付不低于50% 三套以上暂停贷款,http://house.china.com.cn/newscenter/view/1682243.htm
9月25日，西安市住建局官网发布消息称，为解决中低收入居民和新市民的住房问题，构建以需定供、保障充分、结构合理的公共租赁住房保障体系，西安市政府规定，新建商品住房项目必须配建一定比例的公租房。,2020-09-25 17:14,西安住建局：新建商品房项目必须按比例配建公租房,http://house.china.com.cn/newscenter/view/1681810.htm
"西安市住建局官网9月25日发布消息称，为解决中低收入居民和新市民的住房问题，构建以需定供、保障充分、结构合理的公共租赁住房保障体系，西安市政府规定，新建商品住房项目必须配建一定比例的公租房。",2020-09-25 17:08,西安：新建商品房项目必须按比例配建公租房,http://house.china.com.cn/newscenter/view/1681779.htm
9月23日，长春市人民政府官网发布《长春市人民政府办公厅关于落实城市主体责任，进一步加强房地产市场调控的通知》。,2020-09-23 18:37,长春楼市调控升级：首套首付不低于30% 二套不低于40%,http://house.china.com.cn/newscenter/view/1681212.htm
"国家发改委近日发布关于扩大战略性新兴产业投资 培育壮大新增长点增长极的指导意见，发改高技〔2020〕1409号，其中提到：加快新能源产业跨越式发展。加快智能及新能源汽车产业基础支撑能力建设。",2020-09-23 11:34,发改委：加大5G建设投资，加快5G商用发展步伐,http://house.china.com.cn/newscenter/view/1681122.htm
